Snapchat,com.snapchat.android,http://lh4.ggpht.com/vdK_CsMSsJoYvJpYgaj91fiJ1T8rnSHHbXL0Em378kQaaf_BGyvUek2aU9z2qbxJCAFV=w300,CN_SOCIAL
Twitter,com.twitter.android,http://lh3.ggpht.com/lSLM0xhCA1RZOwaQcjhlwmsvaIQYaP3c5qbDKCgLALhydrgExnaSKZdGa8S3YtRuVA=w300,CN_SOCIAL
Whatsapp,com.whatsapp,http://lh6.ggpht.com/mp86vbELnqLi2FzvhiKdPX31_oiTRLNyeK8x4IIrbF5eD1D5RdnVwjQP0hwMNR_JdA=w300,CN_SOCIAL
Line,jp.naver.line.android,https://lh4.ggpht.com/IkQ_kmk57G3fFkTOmtfQdp2XTZ8gic119yqvsKDkvbuPotfC7R05JPBdtuGm3OmA15xE=w300,CN_SOCIAL
WeChat,com.tencent.mm,https://lh3.ggpht.com/zC5Q4atR1JytzagSPIPAg-z4uItJGsTVjZHvf9nSeGdwrwnuPPW_OqMk6FAI3DJvzQ=w300,CN_SOCIAL
Facebook Messenger,com.facebook.orca,https://lh5.ggpht.com/0VYAvZLR9YhosF-thqm8xl8EWsCfrEY_uk2og2f59K8IOx5TfPsXjFVwxaHVnUbuEjc=w300,CN_SOCIAL
Tumblr,com.tumblr,https://lh3.googleusercontent.com/oZyggYWAGGKgqXaVtxctPdES99xZx-o4-UIVOxfgxVlIaGcKpEUBHB9wibO8QrjIaA=w300,CN_SOCIAL
Zoosk #1 Dating,com.zoosk.zoosk,https://lh4.ggpht.com/J_F-B7l88x7W5uxfD4fJd8h1Po8jgvugytwYutFCSthLTlXzRp4SoP2BZmVGZKFOjGI=w300,CN_SOCIAL
Stubhub,com.stubhub,https://lh3.googleusercontent.com/NPp8HlMrUJPsDQO9nvyGx0WqpX_qMqYjmg6Vng5KlcKsXctF-6GC8Y6zhyLwoQdJs8z1=w300,CN_SPRT
Gametime,com.gametime.gametime,https://lh3.googleusercontent.com/FB-MMVAyiCowwBS0CIShWc24V4hGYVJMBINcsomKLg2fvBZds9EwjNvcLiZk3koFgDk=w300,CN_SPRT
SeatGeek Event Tickets,com.seatgeek.android,https://lh3.googleusercontent.com/VMIY_A8O7gWfPwf3XJcVGHrv0ptUbhw_enOw07nzJfefMiNBmgTusqsqx7Q6RCu-JIQ=w300,CN_SPRT
Waze,com.waze,https://lh3.ggpht.com/7JPOKRuanUwnX42dJ9H-PscC-sRkK43GQGRoklxusB4FKBPJEOJY3c7ZhQbcsXol-v8=w300,CN_TRNST
Parking Panda,com.parkingpanda.mobile,https://lh3.ggpht.com/vK7Qy_gHmm0Up5oRTRqKtLgUkDBM6Eicp8n-NGlF5E3STk-7UlWAq_jlNt9fLHTUqg=w300,CN_TRNST
Lyft,me.lyft.android,https://lh5.ggpht.com/CfRup8ZMEbNpd4sf8PDUWzbnFIq0QINZpJ96M6V0-8wLmyqKD0ORSqPOq5EKdL1OskE=w300,CN_TRNST
Trulia,com.trulia.android,https://lh3.googleusercontent.com/Mxz_dzRnBT5-fkpDAz669YZ0W7Lnkh84D-qRRmJUrrPKUEjhMMw6R_RAjFciATjPfQ=w300,CN_TRNST
Drivvo - Car management,br.com.ctncardoso.ctncar,https://lh3.googleusercontent.com/45EE9c0PIrDTE0hv-QKpnNbGqYVXBWiFankDcpniI0rlGR47XnEPJxZPnXAsm-BQvXo=w300,CN_TRNST
Airbnb,com.airbnb.android,http://lh6.ggpht.com/4jnm0-_9TBUdvNtQpefYE0T33a0iAx8AuovO3Uncs1nsSkKhjNc-SbIKFhiSBpYJl5q4=w300,CN_TRVL
Dashlane,com.dashlane,https://lh3.googleusercontent.com/sIIxqxrqWdYQYsTnmOs7pYvl6D4naOjYtaFH9aXfvR393EDynCEuG7lxtGLLA2xSDEKO=w300,CN_WORK
Doodle,com.doodle.android,https://lh3.googleusercontent.com/idBX6BX3VPbTQiUo_Da4zoOMUjZBOqHOOC7-wPlkz7ToEmjlpZVs1GHqlxRRPvueYxI=w300,CN_WORK
Office Lens,com.microsoft.office.officelens,https://lh4.ggpht.com/0--fb3LXLbWwPePSTfRDaabQsOa82ea4xL4_sJvJSC0fr1pWPg7znVrItS-GHJgNL3Q=w300,CN_WORK
Todoist,com.todoist,https://lh3.googleusercontent.com/qW5UpOFYLQRJ7jz_kUkHv6XXHQe_bldMLKD7dlXrwqgWD_H89KXMsCgng_9pcrTqaA=w300,CN_WORK
